11,CENTRAL,04,GUARAMBARÉ,1104
11,CENTRAL,05,ITÁ,1105
11,CENTRAL,06,ITAUGUÁ,1106
11,CENTRAL,07,LAMBARÉ,1107
11,CENTRAL,08,LIMPIO,1108
11,CENTRAL,09,LUQUE,1109
11,CENTRAL,10,MARIANO ROQUE ALONSO,1110
11,CENTRAL,11,NUEVA ITALIA,1111
11,CENTRAL,12,ÑEMBY,1112
11,CENTRAL,13,SAN ANTONIO,1113
11,CENTRAL,14,SAN LORENZO,1114
11,CENTRAL,15,VILLA ELISA,1115
11,CENTRAL,16,VILLETA,1116
11,CENTRAL,17,YPACARAÍ,1117
11,CENTRAL,18,YPANÉ,1118
11,CENTRAL,19,J. AUGUSTO SALDIVAR,1119
12,ÑEEMBUCÚ,01,PILAR,1201
12,ÑEEMBUCÚ,02,ALBERDI,1202
12,ÑEEMBUCÚ,03,CERRITO,1203
12,ÑEEMBUCÚ,04,DESMOCHADOS,1204
12,ÑEEMBUCÚ,05,GRAL. JOSÉ EDUVIGIS DÍAZ,1205
12,ÑEEMBUCÚ,06,GUAZÚ-CUÁ,1206
12,ÑEEMBUCÚ,07,HUMAITÁ,1207
12,ÑEEMBUCÚ,08,ISLA UMBÚ,1208
12,ÑEEMBUCÚ,09,LAURELES,1209
12,ÑEEMBUCÚ,10,MAYOR JOSÉ DEJESÚS MARTÍNEZ,1210
12,ÑEEMBUCÚ,11,PASO DE PATRIA,1211
12,ÑEEMBUCÚ,12,SAN JUAN BAUTISTA DE ÑEEMBUCÚ,1212
12,ÑEEMBUCÚ,13,TACUARAS,1213
12,ÑEEMBUCÚ,14,VILLA FRANCA,1214
12,ÑEEMBUCÚ,15,VILLA OLIVA,1215
12,ÑEEMBUCÚ,16,VILLALBÍN,1216
13,AMAMBAY,01,PEDRO JUAN CABALLERO,1301
13,AMAMBAY,02,BELLA VISTA,1302
13,AMAMBAY,03,CAPITÁN BADO,1303
13,AMAMBAY,04,ZANJA PYTÁ,1304
14,CANINDEYÚ,01,SALTO DEL GUAIRÁ,1401
14,CANINDEYÚ,02,CORPUS CHRISTI,1402
14,CANINDEYÚ,03,VILLA CURUGUATY,1403
14,CANINDEYÚ,04,VILLA YGATIMÍ,1404
14,CANINDEYÚ,05,ITANARÁ,1405
14,CANINDEYÚ,06,YPEJHÚ,1406
14,CANINDEYÚ,07,FRANCISCO CABALLERO ÁLVAREZ,1407
14,CANINDEYÚ,08,KATUETÉ,1408
14,CANINDEYÚ,09,LA PALOMA DEL ESPÍRITU SANTO,1409
14,CANINDEYÚ,10,NUEVA ESPERANZA,1410
14,CANINDEYÚ,11,YASY CAÑY,1411
14,CANINDEYÚ,12,YBYRAROBANÁ,1412
15,PRESIDENTE HAYES,02,BENJAMÍN ACEVAL,1502
15,PRESIDENTE HAYES,03,PUERTO PINASCO,1503
15,PRESIDENTE HAYES,04,VILLA HAYES,1504
15,PRESIDENTE HAYES,05,NANAWA,1505
15,PRESIDENTE HAYES,06,JOSÉ FALCÓN,1506
15,PRESIDENTE HAYES,07,TTE. 1° MANUEL IRALA FERNÁNDEZ,1507
15,PRESIDENTE HAYES,08,TENIENTE ESTEBAN MARTÍNEZ,1508
15,PRESIDENTE HAYES,09,GENERAL JOSÉ MARÍA BRUGUEZ,1509
16,BOQUERÓN,02,MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,1602
16,BOQUERÓN,04,FILADELFIA,1604
16,BOQUERÓN,05,LOMA PLATA,1605
17,ALTO PARAGUAY,01,FUERTE OLIMPO,1701
17,ALTO PARAGUAY,02,PUERTO CASADO,1702
17,ALTO PARAGUAY,04,BAHÍA NEGRA,1704
17,ALTO PARAGUAY,05,CARMELO PERALTA,1705
